path,label
Garbage classification resized/cardboard/cardboard_500.jpg,cardboard
Garbage classification resized/cardboard/cardboard266.jpg,cardboard
Garbage classification resized/trash/trash_580.jpg,trash
Garbage classification resized/metal/metal_593.jpg,metal
Garbage classification resized/trash/trash_203.jpg,trash
Garbage classification resized/trash/trash_404.jpg,trash
Garbage classification resized/plastic/plastic267.jpg,plastic
Garbage classification resized/trash/trash_189.jpg,trash
Garbage classification resized/cardboard/cardboard346.jpg,cardboard
Garbage classification resized/metal/metal136.jpg,metal
Garbage classification resized/cardboard/cardboard20.jpg,cardboard
Garbage classification resized/trash/trash_572.jpg,trash
Garbage classification resized/trash/trash34.jpg,trash
Garbage classification resized/glass/glass404.jpg,glass
Garbage classification resized/plastic/plastic_511.jpg,plastic
Garbage classification resized/paper/paper41.jpg,paper
Garbage classification resized/plastic/plastic_503.jpg,plastic
Garbage classification resized/metal/metal_410.jpg,metal
Garbage classification resized/metal/metal12.jpg,metal
Garbage classification resized/plastic/plastic_546.jpg,plastic
Garbage classification resized/cardboard/cardboard362.jpg,cardboard
Garbage classification resized/paper/paper340.jpg,paper
Garbage classification resized/glass/glass119.jpg,glass
Garbage classification resized/metal/metal_438.jpg,metal
Garbage classification resized/cardboard/cardboard241.jpg,cardboard
Garbage classification resized/plastic/plastic195.jpg,plastic
Garbage classification resized/plastic/plastic364.jpg,plastic
Garbage classification resized/cardboard/cardboard12.jpg,cardboard
Garbage classification resized/cardboard/cardboard_509.jpg,cardboard
Garbage classification resized/metal/metal_530.jpg,metal
Garbage classification resized/plastic/plastic57.jpg,plastic
Garbage classification resized/trash/trash_323.jpg,trash
Garbage classification resized/trash/trash_458.jpg,trash
Garbage classification resized/trash/trash_489.jpg,trash
Garbage classification resized/cardboard/cardboard117.jpg,cardboard
Garbage classification resized/paper/paper151.jpg,paper
Garbage classification resized/glass/glass159.jpg,glass
Garbage classification resized/cardboard/cardboard_510.jpg,cardboard
Garbage classification resized/glass/glass498.jpg,glass
Garbage classification resized/cardboard/cardboard_565.jpg,cardboard
Garbage classification resized/paper/paper496.jpg,paper
Garbage classification resized/metal/metal169.jpg,metal
Garbage classification resized/metal/metal_440.jpg,metal
Garbage classification resized/paper/paper519.jpg,paper
Garbage classification resized/metal/metal21.jpg,metal
Garbage classification resized/plastic/plastic75.jpg,plastic
Garbage classification resized/cardboard/cardboard_533.jpg,cardboard
Garbage classification resized/glass/glass448.jpg,glass
Garbage classification resized/paper/paper4.jpg,paper
Garbage classification resized/plastic/plastic96.jpg,plastic
Garbage classification resized/plastic/plastic_513.jpg,plastic
Garbage classification resized/plastic/plastic_538.jpg,plastic
Garbage classification resized/metal/metal253.jpg,metal
Garbage classification resized/glass/glass268.jpg,glass
Garbage classification resized/metal/metal329.jpg,metal
Garbage classification resized/cardboard/cardboard276.jpg,cardboard
Garbage classification resized/cardboard/cardboard82.jpg,cardboard
Garbage classification resized/paper/paper507.jpg,paper
Garbage classification resized/plastic/plastic54.jpg,plastic
Garbage classification resized/plastic/plastic344.jpg,plastic
Garbage classification resized/glass/glass486.jpg,glass
Garbage classification resized/plastic/plastic_560.jpg,plastic
Garbage classification resized/paper/paper541.jpg,paper
Garbage classification resized/cardboard/cardboard256.jpg,cardboard
Garbage classification resized/plastic/plastic5.jpg,plastic
Garbage classification resized/paper/paper276.jpg,paper
Garbage classification resized/paper/paper352.jpg,paper
Garbage classification resized/metal/metal65.jpg,metal
Garbage classification resized/glass/glass102.jpg,glass
Garbage classification resized/cardboard/cardboard273.jpg,cardboard
Garbage classification resized/trash/trash_150.jpg,trash
Garbage classification resized/metal/metal_411.jpg,metal
Garbage classification resized/plastic/plastic192.jpg,plastic
Garbage classification resized/cardboard/cardboard203.jpg,cardboard
Garbage classification resized/glass/glass243.jpg,glass
Garbage classification resized/trash/trash_272.jpg,trash
Garbage classification resized/plastic/plastic377.jpg,plastic
Garbage classification resized/glass/glass497.jpg,glass
Garbage classification resized/metal/metal109.jpg,metal
Garbage classification resized/cardboard/cardboard302.jpg,cardboard
Garbage classification resized/cardboard/cardboard_526.jpg,cardboard
Garbage classification resized/plastic/plastic328.jpg,plastic
Garbage classification resized/paper/paper460.jpg,paper
Garbage classification resized/glass/glass289.jpg,glass
Garbage classification resized/paper/paper478.jpg,paper
Garbage classification resized/paper/paper438.jpg,paper
Garbage classification resized/paper/paper586.jpg,paper
Garbage classification resized/trash/trash_446.jpg,trash
Garbage classification resized/paper/paper486.jpg,paper
Garbage classification resized/cardboard/cardboard_519.jpg,cardboard
Garbage classification resized/trash/trash108.jpg,trash
Garbage classification resized/cardboard/cardboard98.jpg,cardboard
Garbage classification resized/metal/metal303.jpg,metal
Garbage classification resized/plastic/plastic332.jpg,plastic
Garbage classification resized/plastic/plastic_575.jpg,plastic
Garbage classification resized/metal/metal284.jpg,metal
Garbage classification resized/trash/trash_258.jpg,trash
Garbage classification resized/paper/paper34.jpg,paper
Garbage classification resized/plastic/plastic124.jpg,plastic
Garbage classification resized/glass/glass127.jpg,glass
Garbage classification resized/paper/paper545.jpg,paper
Garbage classification resized/plastic/plastic235.jpg,plastic
Garbage classification resized/paper/paper150.jpg,paper
Garbage classification resized/metal/metal266.jpg,metal
Garbage classification resized/cardboard/cardboard131.jpg,cardboard
Garbage classification resized/glass/glass169.jpg,glass
Garbage classification resized/glass/glass210.jpg,glass
Garbage classification resized/metal/metal76.jpg,metal
Garbage classification resized/glass/glass_516.jpg,glass
Garbage classification resized/paper/paper16.jpg,paper
Garbage classification resized/metal/metal354.jpg,metal
Garbage classification resized/glass/glass19.jpg,glass
Garbage classification resized/paper/paper528.jpg,paper
Garbage classification resized/glass/glass250.jpg,glass
Garbage classification resized/cardboard/cardboard260.jpg,cardboard
Garbage classification resized/glass/glass_587.jpg,glass
Garbage classification resized/cardboard/cardboard57.jpg,cardboard
Garbage classification resized/paper/paper194.jpg,paper
Garbage classification resized/plastic/plastic201.jpg,plastic
Garbage classification resized/cardboard/cardboard_536.jpg,cardboard
Garbage classification resized/metal/metal58.jpg,metal
Garbage classification resized/cardboard/cardboard_551.jpg,cardboard
Garbage classification resized/paper/paper330.jpg,paper
Garbage classification resized/metal/metal299.jpg,metal
Garbage classification resized/cardboard/cardboard_546.jpg,cardboard
Garbage classification resized/metal/metal302.jpg,metal
Garbage classification resized/trash/trash99.jpg,trash
Garbage classification resized/trash/trash_453.jpg,trash
Garbage classification resized/plastic/plastic_547.jpg,plastic
Garbage classification resized/glass/glass272.jpg,glass
Garbage classification resized/paper/paper565.jpg,paper
Garbage classification resized/cardboard/cardboard213.jpg,cardboard
Garbage classification resized/paper/paper315.jpg,paper
Garbage classification resized/plastic/plastic476.jpg,plastic
Garbage classification resized/metal/metal_414.jpg,metal
Garbage classification resized/paper/paper415.jpg,paper
Garbage classification resized/paper/paper18.jpg,paper
Garbage classification resized/plastic/plastic278.jpg,plastic
Garbage classification resized/paper/paper527.jpg,paper
Garbage classification resized/trash/trash_382.jpg,trash
Garbage classification resized/glass/glass111.jpg,glass
Garbage classification resized/trash/trash_172.jpg,trash
Garbage classification resized/plastic/plastic19.jpg,plastic
Garbage classification resized/cardboard/cardboard_528.jpg,cardboard
Garbage classification resized/metal/metal35.jpg,metal
Garbage classification resized/paper/paper588.jpg,paper
Garbage classification resized/paper/paper426.jpg,paper
Garbage classification resized/metal/metal328.jpg,metal
Garbage classification resized/trash/trash_565.jpg,trash
Garbage classification resized/metal/metal264.jpg,metal
Garbage classification resized/paper/paper56.jpg,paper
Garbage classification resized/plastic/plastic148.jpg,plastic
Garbage classification resized/metal/metal46.jpg,metal
Garbage classification resized/plastic/plastic_530.jpg,plastic
Garbage classification resized/cardboard/cardboard207.jpg,cardboard
Garbage classification resized/paper/paper245.jpg,paper
Garbage classification resized/plastic/plastic103.jpg,plastic
Garbage classification resized/glass/glass181.jpg,glass
Garbage classification resized/plastic/plastic_485.jpg,plastic
Garbage classification resized/paper/paper419.jpg,paper
Garbage classification resized/metal/metal_430.jpg,metal
Garbage classification resized/paper/paper20.jpg,paper
Garbage classification resized/paper/paper472.jpg,paper
Garbage classification resized/cardboard/cardboard_532.jpg,cardboard
Garbage classification resized/trash/trash55.jpg,trash
Garbage classification resized/metal/metal84.jpg,metal
Garbage classification resized/plastic/plastic164.jpg,plastic
Garbage classification resized/trash/trash_222.jpg,trash
Garbage classification resized/trash/trash_242.jpg,trash
Garbage classification resized/metal/metal184.jpg,metal
Garbage classification resized/paper/paper440.jpg,paper
Garbage classification resized/metal/metal_428.jpg,metal
Garbage classification resized/trash/trash_510.jpg,trash
Garbage classification resized/cardboard/cardboard45.jpg,cardboard
Garbage classification resized/plastic/plastic292.jpg,plastic
Garbage classification resized/plastic/plastic_484.jpg,plastic
Garbage classification resized/metal/metal30.jpg,metal
Garbage classification resized/trash/trash_431.jpg,trash
Garbage classification resized/metal/metal_432.jpg,metal
Garbage classification resized/plastic/plastic_500.jpg,plastic
Garbage classification resized/cardboard/cardboard_489.jpg,cardboard
Garbage classification resized/paper/paper417.jpg,paper
Garbage classification resized/paper/paper72.jpg,paper
Garbage classification resized/metal/metal_588.jpg,metal
Garbage classification resized/plastic/plastic_574.jpg,plastic
Garbage classification resized/glass/glass437.jpg,glass
Garbage classification resized/glass/glass371.jpg,glass
Garbage classification resized/metal/metal_554.jpg,metal
Garbage classification resized/paper/paper557.jpg,paper
Garbage classification resized/trash/trash110.jpg,trash
Garbage classification resized/plastic/plastic397.jpg,plastic
Garbage classification resized/plastic/plastic350.jpg,plastic
Garbage classification resized/paper/paper305.jpg,paper
Garbage classification resized/cardboard/cardboard376.jpg,cardboard
Garbage classification resized/glass/glass480.jpg,glass
Garbage classification resized/glass/glass198.jpg,glass
Garbage classification resized/plastic/plastic161.jpg,plastic
Garbage classification resized/plastic/plastic_516.jpg,plastic
Garbage classification resized/glass/glass22.jpg,glass
Garbage classification resized/cardboard/cardboard_443.jpg,cardboard
Garbage classification resized/paper/paper46.jpg,paper
Garbage classification resized/paper/paper546.jpg,paper
Garbage classification resized/trash/trash5.jpg,trash
Garbage classification resized/paper/paper8.jpg,paper
Garbage classification resized/glass/glass431.jpg,glass
Garbage classification resized/metal/metal335.jpg,metal
Garbage classification resized/glass/glass449.jpg,glass
Garbage classification resized/plastic/plastic_542.jpg,plastic
Garbage classification resized/metal/metal322.jpg,metal
Garbage classification resized/glass/glass_571.jpg,glass
Garbage classification resized/cardboard/cardboard340.jpg,cardboard
Garbage classification resized/trash/trash38.jpg,trash
Garbage classification resized/trash/trash_334.jpg,trash
Garbage classification resized/trash/trash_282.jpg,trash
Garbage classification resized/paper/paper1.jpg,paper
Garbage classification resized/trash/trash_299.jpg,trash
Garbage classification resized/glass/glass47.jpg,glass
Garbage classification resized/metal/metal368.jpg,metal
Garbage classification resized/plastic/plastic319.jpg,plastic
Garbage classification resized/metal/metal118.jpg,metal
Garbage classification resized/cardboard/cardboard284.jpg,cardboard
Garbage classification resized/plastic/plastic55.jpg,plastic
Garbage classification resized/paper/paper285.jpg,paper
Garbage classification resized/metal/metal163.jpg,metal
Garbage classification resized/metal/metal191.jpg,metal
Garbage classification resized/cardboard/cardboard209.jpg,cardboard
Garbage classification resized/cardboard/cardboard_421.jpg,cardboard
Garbage classification resized/cardboard/cardboard222.jpg,cardboard
Garbage classification resized/glass/glass398.jpg,glass
Garbage classification resized/cardboard/cardboard6.jpg,cardboard
Garbage classification resized/trash/trash_332.jpg,trash
Garbage classification resized/glass/glass417.jpg,glass
Garbage classification resized/metal/metal_539.jpg,metal
Garbage classification resized/trash/trash_304.jpg,trash
Garbage classification resized/metal/metal_459.jpg,metal
Garbage classification resized/trash/trash95.jpg,trash
Garbage classification resized/paper/paper115.jpg,paper
Garbage classification resized/trash/trash_287.jpg,trash
Garbage classification resized/paper/paper109.jpg,paper
Garbage classification resized/metal/metal_515.jpg,metal
Garbage classification resized/trash/trash_476.jpg,trash
Garbage classification resized/metal/metal395.jpg,metal
Garbage classification resized/metal/metal32.jpg,metal
Garbage classification resized/metal/metal_433.jpg,metal
Garbage classification resized/metal/metal339.jpg,metal
Garbage classification resized/cardboard/cardboard251.jpg,cardboard
Garbage classification resized/glass/glass_552.jpg,glass
Garbage classification resized/glass/glass439.jpg,glass
Garbage classification resized/glass/glass316.jpg,glass
Garbage classification resized/metal/metal211.jpg,metal
Garbage classification resized/paper/paper301.jpg,paper
Garbage classification resized/trash/trash_519.jpg,trash
Garbage classification resized/metal/metal_532.jpg,metal
Garbage classification resized/trash/trash_152.jpg,trash
Garbage classification resized/paper/paper140.jpg,paper
Garbage classification resized/metal/metal45.jpg,metal
Garbage classification resized/glass/glass_542.jpg,glass
Garbage classification resized/metal/metal159.jpg,metal
Garbage classification resized/glass/glass466.jpg,glass
Garbage classification resized/paper/paper167.jpg,paper
Garbage classification resized/metal/metal_496.jpg,metal
Garbage classification resized/trash/trash_468.jpg,trash
Garbage classification resized/glass/glass383.jpg,glass
Garbage classification resized/paper/paper560.jpg,paper
Garbage classification resized/metal/metal373.jpg,metal
Garbage classification resized/glass/glass427.jpg,glass
Garbage classification resized/cardboard/cardboard133.jpg,cardboard
Garbage classification resized/plastic/plastic36.jpg,plastic
Garbage classification resized/metal/metal150.jpg,metal
Garbage classification resized/metal/metal206.jpg,metal
Garbage classification resized/paper/paper328.jpg,paper
Garbage classification resized/trash/trash_330.jpg,trash
Garbage classification resized/cardboard/cardboard_564.jpg,cardboard
Garbage classification resized/trash/trash_191.jpg,trash
Garbage classification resized/cardboard/cardboard190.jpg,cardboard
Garbage classification resized/cardboard/cardboard_531.jpg,cardboard
Garbage classification resized/trash/trash_256.jpg,trash
Garbage classification resized/trash/trash_154.jpg,trash
Garbage classification resized/metal/metal132.jpg,metal
Garbage classification resized/plastic/plastic_532.jpg,plastic
Garbage classification resized/metal/metal281.jpg,metal
Garbage classification resized/cardboard/cardboard316.jpg,cardboard
Garbage classification resized/cardboard/cardboard_542.jpg,cardboard
Garbage classification resized/cardboard/cardboard221.jpg,cardboard
Garbage classification resized/metal/metal301.jpg,metal
Garbage classification resized/cardboard/cardboard378.jpg,cardboard
Garbage classification resized/plastic/plastic353.jpg,plastic
Garbage classification resized/cardboard/cardboard178.jpg,cardboard
Garbage classification resized/plastic/plastic470.jpg,plastic
Garbage classification resized/metal/metal402.jpg,metal
Garbage classification resized/plastic/plastic207.jpg,plastic
Garbage classification resized/paper/paper589.jpg,paper
Garbage classification resized/paper/paper198.jpg,paper
Garbage classification resized/plastic/plastic463.jpg,plastic
Garbage classification resized/paper/paper94.jpg,paper
Garbage classification resized/plastic/plastic394.jpg,plastic
Garbage classification resized/paper/paper149.jpg,paper
Garbage classification resized/glass/glass372.jpg,glass
Garbage classification resized/metal/metal133.jpg,metal
Garbage classification resized/metal/metal_416.jpg,metal
Garbage classification resized/metal/metal135.jpg,metal
Garbage classification resized/trash/trash_586.jpg,trash
Garbage classification resized/glass/glass390.jpg,glass
Garbage classification resized/paper/paper574.jpg,paper
Garbage classification resized/plastic/plastic424.jpg,plastic
Garbage classification resized/trash/trash128.jpg,trash
Garbage classification resized/trash/trash84.jpg,trash
Garbage classification resized/paper/paper90.jpg,paper
Garbage classification resized/trash/trash_274.jpg,trash
Garbage classification resized/paper/paper216.jpg,paper
Garbage classification resized/metal/metal117.jpg,metal
Garbage classification resized/glass/glass246.jpg,glass
Garbage classification resized/metal/metal31.jpg,metal
Garbage classification resized/trash/trash_229.jpg,trash
Garbage classification resized/glass/glass315.jpg,glass
Garbage classification resized/metal/metal_486.jpg,metal
Garbage classification resized/glass/glass81.jpg,glass
Garbage classification resized/glass/glass20.jpg,glass
Garbage classification resized/plastic/plastic211.jpg,plastic
Garbage classification resized/plastic/plastic_563.jpg,plastic
Garbage classification resized/plastic/plastic430.jpg,plastic
Garbage classification resized/trash/trash_376.jpg,trash
Garbage classification resized/paper/paper154.jpg,paper
Garbage classification resized/metal/metal224.jpg,metal
Garbage classification resized/trash/trash_481.jpg,trash
Garbage classification resized/cardboard/cardboard_464.jpg,cardboard
Garbage classification resized/cardboard/cardboard138.jpg,cardboard
Garbage classification resized/cardboard/cardboard56.jpg,cardboard
Garbage classification resized/plastic/plastic134.jpg,plastic
Garbage classification resized/metal/metal327.jpg,metal
Garbage classification resized/trash/trash_298.jpg,trash
Garbage classification resized/plastic/plastic459.jpg,plastic
Garbage classification resized/glass/glass_551.jpg,glass
Garbage classification resized/glass/glass73.jpg,glass
Garbage classification resized/metal/metal215.jpg,metal
Garbage classification resized/metal/metal122.jpg,metal
Garbage classification resized/glass/glass275.jpg,glass
Garbage classification resized/paper/paper249.jpg,paper
Garbage classification resized/plastic/plastic140.jpg,plastic
Garbage classification resized/plastic/plastic390.jpg,plastic
Garbage classification resized/trash/trash_407.jpg,trash
Garbage classification resized/paper/paper554.jpg,paper
Garbage classification resized/cardboard/cardboard160.jpg,cardboard
Garbage classification resized/glass/glass41.jpg,glass
Garbage classification resized/cardboard/cardboard_459.jpg,cardboard
Garbage classification resized/paper/paper462.jpg,paper
Garbage classification resized/trash/trash126.jpg,trash
Garbage classification resized/cardboard/cardboard357.jpg,cardboard
Garbage classification resized/plastic/plastic446.jpg,plastic
Garbage classification resized/plastic/plastic112.jpg,plastic
Garbage classification resized/metal/metal_489.jpg,metal
Garbage classification resized/trash/trash_195.jpg,trash
Garbage classification resized/paper/paper119.jpg,paper
Garbage classification resized/plastic/plastic266.jpg,plastic
Garbage classification resized/cardboard/cardboard368.jpg,cardboard
Garbage classification resized/trash/trash_255.jpg,trash
Garbage classification resized/paper/paper353.jpg,paper
Garbage classification resized/metal/metal124.jpg,metal
Garbage classification resized/plastic/plastic417.jpg,plastic
Garbage classification resized/cardboard/cardboard286.jpg,cardboard
Garbage classification resized/trash/trash_530.jpg,trash
Garbage classification resized/plastic/plastic171.jpg,plastic
Garbage classification resized/cardboard/cardboard38.jpg,cardboard
Garbage classification resized/cardboard/cardboard_425.jpg,cardboard
Garbage classification resized/cardboard/cardboard59.jpg,cardboard
Garbage classification resized/plastic/plastic441.jpg,plastic
Garbage classification resized/trash/trash_177.jpg,trash
Garbage classification resized/glass/glass280.jpg,glass
Garbage classification resized/cardboard/cardboard_592.jpg,cardboard
Garbage classification resized/plastic/plastic_577.jpg,plastic
Garbage classification resized/cardboard/cardboard393.jpg,cardboard
Garbage classification resized/metal/metal271.jpg,metal
Garbage classification resized/plastic/plastic206.jpg,plastic
Garbage classification resized/trash/trash_205.jpg,trash
Garbage classification resized/metal/metal182.jpg,metal
Garbage classification resized/trash/trash132.jpg,trash
Garbage classification resized/cardboard/cardboard_566.jpg,cardboard
Garbage classification resized/cardboard/cardboard305.jpg,cardboard
Garbage classification resized/plastic/plastic410.jpg,plastic
Garbage classification resized/glass/glass454.jpg,glass
Garbage classification resized/cardboard/cardboard333.jpg,cardboard
Garbage classification resized/metal/metal_506.jpg,metal
Garbage classification resized/metal/metal_484.jpg,metal
Garbage classification resized/glass/glass17.jpg,glass
Garbage classification resized/paper/paper130.jpg,paper
Garbage classification resized/plastic/plastic_587.jpg,plastic
Garbage classification resized/trash/trash_566.jpg,trash
Garbage classification resized/metal/metal_587.jpg,metal
Garbage classification resized/paper/paper404.jpg,paper
Garbage classification resized/metal/metal_417.jpg,metal
Garbage classification resized/paper/paper395.jpg,paper
Garbage classification resized/paper/paper134.jpg,paper
Garbage classification resized/glass/glass342.jpg,glass
Garbage classification resized/trash/trash103.jpg,trash
Garbage classification resized/paper/paper173.jpg,paper
Garbage classification resized/paper/paper73.jpg,paper
Garbage classification resized/paper/paper33.jpg,paper
Garbage classification resized/trash/trash_165.jpg,trash
Garbage classification resized/plastic/plastic_586.jpg,plastic
Garbage classification resized/plastic/plastic279.jpg,plastic
Garbage classification resized/glass/glass373.jpg,glass
Garbage classification resized/metal/metal315.jpg,metal
Garbage classification resized/plastic/plastic39.jpg,plastic
Garbage classification resized/cardboard/cardboard_428.jpg,cardboard
Garbage classification resized/trash/trash_415.jpg,trash
Garbage classification resized/metal/metal408.jpg,metal
Garbage classification resized/paper/paper485.jpg,paper
Garbage classification resized/trash/trash_542.jpg,trash
Garbage classification resized/glass/glass174.jpg,glass
Garbage classification resized/glass/glass167.jpg,glass
Garbage classification resized/cardboard/cardboard_535.jpg,cardboard
Garbage classification resized/paper/paper465.jpg,paper
Garbage classification resized/glass/glass12.jpg,glass
Garbage classification resized/cardboard/cardboard191.jpg,cardboard
Garbage classification resized/metal/metal34.jpg,metal
Garbage classification resized/metal/metal386.jpg,metal
Garbage classification resized/cardboard/cardboard37.jpg,cardboard
Garbage classification resized/glass/glass130.jpg,glass
Garbage classification resized/trash/trash127.jpg,trash
Garbage classification resized/metal/metal138.jpg,metal
Garbage classification resized/plastic/plastic473.jpg,plastic
Garbage classification resized/paper/paper358.jpg,paper
Garbage classification resized/metal/metal352.jpg,metal
Garbage classification resized/cardboard/cardboard339.jpg,cardboard
Garbage classification resized/cardboard/cardboard300.jpg,cardboard
Garbage classification resized/paper/paper54.jpg,paper
Garbage classification resized/trash/trash_315.jpg,trash
Garbage classification resized/trash/trash_528.jpg,trash
Garbage classification resized/paper/paper533.jpg,paper
Garbage classification resized/plastic/plastic_583.jpg,plastic
Garbage classification resized/trash/trash_348.jpg,trash
Garbage classification resized/glass/glass46.jpg,glass
Garbage classification resized/paper/paper184.jpg,paper
Garbage classification resized/metal/metal_502.jpg,metal
Garbage classification resized/glass/glass79.jpg,glass
Garbage classification resized/plastic/plastic_535.jpg,plastic
Garbage classification resized/glass/glass240.jpg,glass
Garbage classification resized/cardboard/cardboard122.jpg,cardboard
Garbage classification resized/glass/glass_593.jpg,glass
Garbage classification resized/paper/paper390.jpg,paper
Garbage classification resized/paper/paper172.jpg,paper
Garbage classification resized/metal/metal72.jpg,metal
Garbage classification resized/paper/paper246.jpg,paper
Garbage classification resized/plastic/plastic472.jpg,plastic
Garbage classification resized/metal/metal292.jpg,metal
Garbage classification resized/cardboard/cardboard268.jpg,cardboard
Garbage classification resized/glass/glass_509.jpg,glass
Garbage classification resized/glass/glass428.jpg,glass
Garbage classification resized/cardboard/cardboard_440.jpg,cardboard
Garbage classification resized/paper/paper24.jpg,paper
Garbage classification resized/paper/paper326.jpg,paper
Garbage classification resized/trash/trash_543.jpg,trash
Garbage classification resized/paper/paper477.jpg,paper
Garbage classification resized/cardboard/cardboard344.jpg,cardboard
Garbage classification resized/metal/metal317.jpg,metal
Garbage classification resized/plastic/plastic437.jpg,plastic
Garbage classification resized/trash/trash123.jpg,trash
Garbage classification resized/paper/paper31.jpg,paper
Garbage classification resized/cardboard/cardboard63.jpg,cardboard
Garbage classification resized/plastic/plastic_549.jpg,plastic
Garbage classification resized/paper/paper44.jpg,paper
Garbage classification resized/paper/paper125.jpg,paper
Garbage classification resized/plastic/plastic189.jpg,plastic
Garbage classification resized/plastic/plastic_592.jpg,plastic
Garbage classification resized/paper/paper361.jpg,paper
Garbage classification resized/paper/paper499.jpg,paper
Garbage classification resized/paper/paper357.jpg,paper
Garbage classification resized/plastic/plastic9.jpg,plastic
Garbage classification resized/trash/trash_392.jpg,trash
Garbage classification resized/metal/metal141.jpg,metal
Garbage classification resized/glass/glass61.jpg,glass
Garbage classification resized/cardboard/cardboard_419.jpg,cardboard
Garbage classification resized/trash/trash_402.jpg,trash
Garbage classification resized/paper/paper505.jpg,paper
Garbage classification resized/cardboard/cardboard208.jpg,cardboard
Garbage classification resized/trash/trash114.jpg,trash
Garbage classification resized/glass/glass184.jpg,glass
Garbage classification resized/plastic/plastic50.jpg,plastic
Garbage classification resized/plastic/plastic107.jpg,plastic
Garbage classification resized/trash/trash_164.jpg,trash
Garbage classification resized/glass/glass58.jpg,glass
Garbage classification resized/cardboard/cardboard_454.jpg,cardboard
Garbage classification resized/metal/metal334.jpg,metal
Garbage classification resized/plastic/plastic240.jpg,plastic
Garbage classification resized/trash/trash_411.jpg,trash
Garbage classification resized/glass/glass140.jpg,glass
Garbage classification resized/plastic/plastic_499.jpg,plastic
Garbage classification resized/cardboard/cardboard102.jpg,cardboard
Garbage classification resized/cardboard/cardboard350.jpg,cardboard
Garbage classification resized/metal/metal49.jpg,metal
Garbage classification resized/paper/paper133.jpg,paper
Garbage classification resized/paper/paper147.jpg,paper
Garbage classification resized/glass/glass284.jpg,glass
Garbage classification resized/paper/paper387.jpg,paper
Garbage classification resized/metal/metal75.jpg,metal
Garbage classification resized/glass/glass_531.jpg,glass
Garbage classification resized/glass/glass113.jpg,glass
Garbage classification resized/metal/metal361.jpg,metal
Garbage classification resized/cardboard/cardboard311.jpg,cardboard
Garbage classification resized/glass/glass362.jpg,glass
Garbage classification resized/metal/metal381.jpg,metal
Garbage classification resized/trash/trash_488.jpg,trash
Garbage classification resized/paper/paper580.jpg,paper
Garbage classification resized/trash/trash_201.jpg,trash
Garbage classification resized/paper/paper548.jpg,paper
Garbage classification resized/glass/glass8.jpg,glass
Garbage classification resized/metal/metal53.jpg,metal
Garbage classification resized/trash/trash_482.jpg,trash
Garbage classification resized/paper/paper273.jpg,paper
Garbage classification resized/cardboard/cardboard388.jpg,cardboard
Garbage classification resized/paper/paper493.jpg,paper
Garbage classification resized/glass/glass290.jpg,glass
Garbage classification resized/cardboard/cardboard224.jpg,cardboard
Garbage classification resized/metal/metal309.jpg,metal
Garbage classification resized/glass/glass270.jpg,glass
Garbage classification resized/cardboard/cardboard50.jpg,cardboard
Garbage classification resized/trash/trash_346.jpg,trash
Garbage classification resized/glass/glass84.jpg,glass
Garbage classification resized/trash/trash_325.jpg,trash
Garbage classification resized/glass/glass334.jpg,glass
Garbage classification resized/paper/paper379.jpg,paper
Garbage classification resized/trash/trash_251.jpg,trash
Garbage classification resized/cardboard/cardboard_488.jpg,cardboard
Garbage classification resized/paper/paper562.jpg,paper
Garbage classification resized/paper/paper406.jpg,paper
Garbage classification resized/trash/trash31.jpg,trash
Garbage classification resized/plastic/plastic58.jpg,plastic
Garbage classification resized/paper/paper571.jpg,paper
Garbage classification resized/trash/trash_428.jpg,trash
Garbage classification resized/plastic/plastic272.jpg,plastic
Garbage classification resized/glass/glass410.jpg,glass
Garbage classification resized/cardboard/cardboard_491.jpg,cardboard
Garbage classification resized/paper/paper405.jpg,paper
Garbage classification resized/glass/glass117.jpg,glass
Garbage classification resized/cardboard/cardboard_458.jpg,cardboard
Garbage classification resized/paper/paper270.jpg,paper
Garbage classification resized/paper/paper382.jpg,paper
Garbage classification resized/trash/trash_366.jpg,trash
Garbage classification resized/plastic/plastic282.jpg,plastic
Garbage classification resized/glass/glass52.jpg,glass
Garbage classification resized/cardboard/cardboard154.jpg,cardboard
Garbage classification resized/glass/glass_549.jpg,glass
Garbage classification resized/trash/trash_553.jpg,trash
Garbage classification resized/glass/glass474.jpg,glass
Garbage classification resized/glass/glass63.jpg,glass
Garbage classification resized/cardboard/cardboard150.jpg,cardboard
Garbage classification resized/paper/paper558.jpg,paper
Garbage classification resized/metal/metal241.jpg,metal
Garbage classification resized/plastic/plastic289.jpg,plastic
Garbage classification resized/cardboard/cardboard_482.jpg,cardboard
Garbage classification resized/cardboard/cardboard66.jpg,cardboard
Garbage classification resized/paper/paper205.jpg,paper
Garbage classification resized/cardboard/cardboard248.jpg,cardboard
Garbage classification resized/cardboard/cardboard106.jpg,cardboard
Garbage classification resized/metal/metal123.jpg,metal
Garbage classification resized/cardboard/cardboard13.jpg,cardboard
Garbage classification resized/metal/metal398.jpg,metal
Garbage classification resized/plastic/plastic88.jpg,plastic
Garbage classification resized/trash/trash_351.jpg,trash
Garbage classification resized/paper/paper189.jpg,paper
Garbage classification resized/paper/paper103.jpg,paper
Garbage classification resized/glass/glass318.jpg,glass
Garbage classification resized/metal/metal213.jpg,metal
Garbage classification resized/paper/paper100.jpg,paper
